id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude,Unnamed: 10,geometry
Fast Food_10985846,Burger King,Burger King,Rua,Av. José Pinheiro Borges,Itaquera,08220-900,Fast Food,-23.531539,-46.430047,,POINT (-46.430047 -23.531539)
Fast Food_10985849,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Av. Francisco Matarazzo,Av. Francisco Matarazzo,05003-020,Fast Food,-23.527232,-46.672336,,POINT (-46.672336 -23.527232)
Fast Food_10985855,Mcdonald´s,Mcdonalds,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10985866,Pizza Hut,Pizza Hut Itaquera Pizzaria Delivery em Sao Paulo SP,Rua,Av. José Pinheiro Borges,Itaquera,08220-900,Fast Food,-23.531539,-46.430047,,POINT (-46.430047 -23.531539)
Fast Food_10985889,Kfc,Kfc,Rua,Av. Raimundo Pereira de Magalhães,Parada de Taipas,02984-035,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10985901,Mcdonald´s,Mcdonalds,Rua,Av. Condessa Elizabeth Robiano,Jardim Penha,03704-000,Fast Food,-23.527545,-46.567826,,POINT (-46.567826 -23.527545)
Fast Food_10985954,Jin Jin Wok,Jin Jin Wok,Rua,Av. Rebouças,Pinheiros,05401-070,Fast Food,-23.565711,-46.680791,,POINT (-46.680791 -23.565711)
Fast Food_10985957,Gendai,Gendai,Rua,Tv. Casalbuono,Vila Guilherme,02049-000,Fast Food,-23.517439,-46.61691,,POINT (-46.61691 -23.517439)
Fast Food_10985971,Pizza Hut,Pizza Hut Shopping Aricanduva Pizzaria Sobremesas Bebidas Sao Paulo,Rua,Av. Aricanduva,Aricanduva,03930-110,Fast Food,-23.561292,-46.511863,,POINT (-46.511863 -23.561292)
Fast Food_10986012,Ragazzo,Ragazzo,Rua,Estrada do M'boi Mirim,Jardim Sao Manoel,04935-056,Fast Food,-23.686479,-46.770664,,POINT (-46.770664 -23.686479)
Fast Food_10986049,Pizza Prime,Pizza Prime Saude SP,Rua,R. Carneiro da Cunha,Vila da Saúde,04144-001,Fast Food,-23.6181,-46.635561,,POINT (-46.635561 -23.6181)
Fast Food_10986104,Vivenda do Camarão,Vivenda do Camarao,Rua,R. Fidêncio Ramos,Vila Olímpia,04551-010,Fast Food,-23.594824,-46.685793,,POINT (-46.685793 -23.594824)
Fast Food_10986135,Burger King,Burger King,Rua,Av. João Dias,Santo Amaro,04724-003,Fast Food,-23.64492,-46.718737,,POINT (-46.718737 -23.64492)
Fast Food_10986149,Spoleto,Spoleto,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118,,POINT (-46.654118 -23.56329)
Fast Food_10986158,Subway,Subway,Rua,R. Parapuã,Freguesia do Ó,02840-060,Fast Food,-23.476958,-46.69098,,POINT (-46.69098 -23.476958)
Fast Food_10986180,Spoleto,Spoleto,Rua,Av. Ibirapuera,Moema,04029-902,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10986245,Taco Bell,Taco Bell,Rua,Av. Ibirapuera,Av. Ibirapuera,04029-902,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10986250,Pizza Hut,Pizza Hut Mooca Plaza Shopping Pizzaria Sobremesas Bebidas em Sao Paulo,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098,,POINT (-46.59098 -23.581888)
Fast Food_10986265,Spoleto,Spoleto,Rua,Shopping Metro Itaquera - Piso Itaquera - Loja 268,Itaquera,08220-900,Fast Food,-23.540748,-46.471045,,POINT (-46.471045 -23.540748)
Fast Food_10986267,Ragazzo,Ragazzo,Rua,R. Amador Bueno,Santo Amaro,04757-900,Fast Food,-23.652789,-46.712512,,POINT (-46.712512 -23.652789)
Fast Food_10986287,Ragazzo,Ragazzo Express,Rua,R. Dr. Campos Moura,Parque Artur Alvim,03568-010,Fast Food,-23.541645,-46.484222,,POINT (-46.484222 -23.541645)
Fast Food_10986317,Mcdonald´s,Mcdonalds Shopping Villa Lobos,Rua,Av. das Nações Unidas,Alto de Pinheiros,05477-000,Fast Food,-23.551561,-46.723178,,POINT (-46.723178 -23.551561)
Fast Food_10986349,Monster Dog,Monster Dog,Rua,R. dos Mendes,Jardim Icarai,04860-140,Fast Food,-23.754109,-46.710089,,POINT (-46.710089 -23.754109)
Fast Food_10986399,Kfc,Kfc,Rua,Av. Raimundo Pereira de Magalhães,Jardim Iris,05145-000,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10986401,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118,,POINT (-46.654118 -23.56329)
Fast Food_10986497,Ragazzo,Ragazzo,Rua,R. Dr. João Ribeiro,Penha de França,03634-010,Fast Food,-23.523048,-46.543098,,POINT (-46.543098 -23.523048)
Fast Food_10986507,Kfc,Kfc,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098,,POINT (-46.59098 -23.581888)
Fast Food_10986523,Subway,Subway,Rua,R. Domingos de Morais,Vila Mariana,04036-100,Fast Food,-23.591979,-46.636388,,POINT (-46.636388 -23.591979)
Fast Food_10986554,China In Box,China In Box Butanta,Rua,Av. Prof. Francisco Morato,Butantã,05512-000,Fast Food,-23.588592,-46.728142,,POINT (-46.728142 -23.588592)
Fast Food_10986574,Burger King,Burger King,Rua,R. Tiers,Canindé,03031-000,Fast Food,-23.531299,-46.62027,,POINT (-46.62027 -23.531299)
Fast Food_10986587,Mcdonald´s,Mcdonalds,Rua,R. Pelotas,Vila Mariana,04012-000,Fast Food,-23.582497,-46.64675,,POINT (-46.64675 -23.582497)
Fast Food_10986614,Bob´s,Bobs Burgers,Rua,Av. Raimundo Pereira de Magalhães,Jardim Iris,05145-000,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10986632,Kfc,Kfc,Rua,Av. Interlagos,Interlagos,04661-200,Fast Food,-23.699783,-46.700832,,POINT (-46.700832 -23.699783)
Fast Food_10986656,Burger King,Burger King Drive Thru,Rua,Av. Condessa Elisabeth de Robiano,Penha de França,03074-000,Fast Food,-23.527545,-46.567826,,POINT (-46.567826 -23.527545)
Fast Food_10986674,Giraffas,Giraffas Restaurante,Rua,Av. Ibirapuera,Indianópolis,04029-200,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10986678,Habib´s,Habibs,Rua,Praça Gaúcha,Sacomã,04247-020,Fast Food,-23.620481,-46.598346,,POINT (-46.598346 -23.620481)
Fast Food_10986680,Habib´s,Habibs,Rua,Av. Yervant Kissajikian,Americanópolis,04428-010,Fast Food,-23.672064,-46.667188,,POINT (-46.667188 -23.672064)
Fast Food_10986716,Spoleto,Spoleto,Rua,"Spoleto Raposo Shopping, SP-270, 2044 a",Jardim Boa Vista (zona Oeste),05577-200,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10986780,Spoleto,Spoleto,Rua,Av. Prof. Francisco Morato,Butantã,05512-300,Fast Food,-23.588592,-46.728142,,POINT (-46.728142 -23.588592)
Fast Food_10986784,Subway,Subway,Rua,Av. Ragueb Chohfi,Parque Boa Esperança,08341-420,Fast Food,-23.604921,-46.471175,,POINT (-46.471175 -23.604921)
Fast Food_10986811,Burger King,Burger King Shopping Raposo,Rua,SP-270,Butanta,05577-200,Fast Food,-23.586438,-46.753992,,POINT (-46.753992 -23.586438)
Fast Food_10986813,Mcdonald´s,Mcdonalds,Rua,Av. Sen. Teotônio Vilela,Jardim Sao Rafael,04864-002,Fast Food,-23.627917,-46.454945,,POINT (-46.454945 -23.627917)
Fast Food_10986850,Mcdonald´s,Mcdonalds,Rua,Av. Mateo Bei,Cidade São Mateus,03949-012,Fast Food,-23.598955,-46.485584,,POINT (-46.485584 -23.598955)
Fast Food_10986859,Burger King,Burger King Tri Mais,Rua,Av. Tucuruvi,Tucuruvi,02304-000,Fast Food,-23.480428,-46.606518,,POINT (-46.606518 -23.480428)
Fast Food_10986917,Mcdonald´s,Mcdonalds,Rua,Av. São Miguel,Vila Marieta,03620-000,Fast Food,-23.493914,-46.439603,,POINT (-46.439603 -23.493914)
Fast Food_10986953,Mcdonald´s,Mcdonalds,Rua,Av. Pres. Castelo Branco,Pte. Pequena,01140-030,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10986970,Mcdonald´s,Mcdonalds,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118,,POINT (-46.654118 -23.56329)
Fast Food_10986986,Subway,Subway,Rua,Rua Taquari,Mooca,08115-100,Fast Food,-23.550412,-46.596815,,POINT (-46.596815 -23.550412)
Fast Food_10986988,Burger King,Burger King Drive Thru,Rua,R. Pedro Durante,Jardim Neide,05830-330,Fast Food,-23.670784,-46.744077,,POINT (-46.744077 -23.670784)
Fast Food_10987009,Spoleto,Spoleto,Rua,Praça Leonor Kaupa,Jardim da Saúde,04151-100,Fast Food,-23.620828,-46.626617,,POINT (-46.626617 -23.620828)
Fast Food_10987010,Churras Express,Churras Express Pinheiros,Rua,R. Mourato Coelho,Pinheiros,05417-001,Fast Food,-23.560873,-46.68945,,POINT (-46.68945 -23.560873)
Fast Food_10987031,Burger King,Burger King,Rua,Av. Dr. Antônio Maria Laet,Vila Gustavo,02240-000,Fast Food,-23.47434,-46.599367,,POINT (-46.599367 -23.47434)
Fast Food_10987074,Mcdonald´s,Mcdonalds,Rua,R. Direita,Centro Histórico de São Paulo,01002-001,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10987075,Mcdonald´s,Mcdonalds,Rua,Rua Paulo Andrighetti,Pari,03022-000,Fast Food,-23.526908,-46.605796,,POINT (-46.605796 -23.526908)
Fast Food_10987111,Subway,Subway,Rua,Av. Pedro Bueno,Jabaquara,04342-001,Fast Food,-23.636928,-46.651803,,POINT (-46.651803 -23.636928)
Fast Food_10987115,Subway,Subway,Rua,Av. Sen. Teotônio Vilela,Jardim Sao Rafael,04864-002,Fast Food,-23.627917,-46.454945,,POINT (-46.454945 -23.627917)
Fast Food_10987150,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,R. Cap. Pacheco e Chaves,Mooca,03126-000,Fast Food,-23.581888,-46.59098,,POINT (-46.59098 -23.581888)
Fast Food_10987185,Burger King,Burger King Extra Mooca,Rua,Rua Javari,Mooca,03112-100,Fast Food,-23.553748,-46.604115,,POINT (-46.604115 -23.553748)
Fast Food_10987203,Pizza Hut,Pizza Hut,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10987256,Subway,Subway Mackenzie,Rua,R. Maria Antônia,Consolação,01222-010,Fast Food,-23.546637,-46.650588,,POINT (-46.650588 -23.546637)
Fast Food_10987278,Mcdonald´s,Mcdonalds,Rua,Rod. Anchieta,Ipiranga,04246-002,Fast Food,-23.594859,-46.602194,,POINT (-46.602194 -23.594859)
Fast Food_10987312,Monster Dog,Monster Dog Armenia,Rua,R. Eduardo Chaves,Luz,01109-060,Fast Food,-23.524206,-46.628802,,POINT (-46.628802 -23.524206)
Fast Food_10987318,Habib´s,Habibs,Rua,Av. Salim Farah Maluf,Vila Bertioga,03157-200,Fast Food,-23.556052,-46.57749,,POINT (-46.57749 -23.556052)
Fast Food_10987362,Subway,Subway,Rua,Av. Professor Luiz Ignácio Anhaia Mello,Vila Ema,03155-100,Fast Food,-23.590227,-46.54381,,POINT (-46.54381 -23.590227)
Fast Food_10987365,Giraffas,Giraffas,Rua,Av. Joaquina Ramalho,Vila Guilherme,02065-000,Fast Food,-23.517187,-46.610453,,POINT (-46.610453 -23.517187)
Fast Food_10987370,Burger King,Burger King Shopping Ibirapuera,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10987384,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Raimundo Pereira de Magalhães,Jardim Pirituba,02984-035,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10987404,Mcdonald´s,Mcdonalds,Rua,R. Maria Amália Lopes Azevedo,Tremembé,02350-002,Fast Food,-23.458008,-46.604274,,POINT (-46.604274 -23.458008)
Fast Food_10987425,Ragazzo,Ragazzo,Rua,Rua Tibúrcio de Sousa,Itaim Paulista,08140-000,Fast Food,-23.50496,-46.396507,,POINT (-46.396507 -23.50496)
Fast Food_10987432,Sucão,Sucao Mooca Plaza,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098,,POINT (-46.59098 -23.581888)
Fast Food_10987445,Burger King,Burger King Tiete Mall,Rua,R. Voluntários da Pátria,Santana,02010-000,Fast Food,-23.497705,-46.625806,,POINT (-46.625806 -23.497705)
Fast Food_10987448,Ragazzo,Ragazzo,Rua,Av. Eng. Caetano Álvares,Parque Mandaqui,02413-100,Fast Food,-23.50488,-46.667358,,POINT (-46.667358 -23.50488)
Fast Food_10987514,Burger King,Burger King,Rua,Avenida Marechal Tito,São Miguel Paulista,08115-100,Fast Food,-23.494983,-46.410055,,POINT (-46.410055 -23.494983)
Fast Food_10987543,Mcdonald´s,Mcdonalds,Rua,Av. Raimundo Pereira de Magalhães,Vila Pirituba,05145-000,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10987547,Mcdonald´s,Mcdonalds,Rua,Av. da Aclimação,Aclimação,01531-001,Fast Food,-23.570242,-46.632764,,POINT (-46.632764 -23.570242)
Fast Food_10987558,Burger King,Burger King,Rua,Av. José Maria Whitaker,Planalto Paulista,04026-002,Fast Food,-23.611139,-46.645173,,POINT (-46.645173 -23.611139)
Fast Food_10987605,Subway,Subway,Rua,Av. Amador Bueno da Veiga,Penha de França,03635-001,Fast Food,-23.521469,-46.528449,,POINT (-46.528449 -23.521469)
Fast Food_10987607,Ragazzo,Ragazzo,Rua,Av. Maria Coelho Aguiar,Jardim São Luís,05805-000,Fast Food,-23.651726,-46.73384,,POINT (-46.73384 -23.651726)
Fast Food_10987618,Pizza Prime,Apoena Pizza Prime,Rua,Av. Nova Cantareira,Cantareira,02340-000,Fast Food,-23.472806,-46.615294,,POINT (-46.615294 -23.472806)
Fast Food_10987619,Mcdonald´s,Mcdonalds,Rua,Av. Eliseu de Almeida,Jardim Pinheiros,05533-000,Fast Food,-23.584358,-46.727676,,POINT (-46.727676 -23.584358)
Fast Food_10987636,Subway,Subway,Rua,Av. Aricanduva,Jardim Aricanduva,03456-000,Fast Food,-23.561292,-46.511863,,POINT (-46.511863 -23.561292)
Fast Food_10987670,Mcdonald´s,Mcdonalds,Rua,Av. Souza Ramos,Guaianases,08490-490,Fast Food,-23.574702,-46.412111,,POINT (-46.412111 -23.574702)
Fast Food_10987726,Mcdonald´s,Mcdonalds,Rua,Av. Washington Luiz,Santo Amaro,04627-004,Fast Food,-23.640015,-46.673749,,POINT (-46.673749 -23.640015)
Fast Food_10987730,Ragazzo,Ragazzo,Rua,Av. Guapira,Tucuruvi,02265-002,Fast Food,-23.481785,-46.601996,,POINT (-46.601996 -23.481785)
Fast Food_10987811,Mcdonald´s,Mcdonalds,Rua,Av. Cursino,Jardim da Saúde,04262-200,Fast Food,-23.613153,-46.620121,,POINT (-46.620121 -23.613153)
Fast Food_10987824,Mcdonald´s,Mcdonalds,Rua,Av. Guido Caloi,Jardim São Luís,05802-140,Fast Food,-23.654477,-46.724174,,POINT (-46.724174 -23.654477)
Fast Food_10987832,Burger King,Burger King,Rua,R. Dr. João Ribeiro,Penha de França,03634-000,Fast Food,-23.523048,-46.543098,,POINT (-46.543098 -23.523048)
Fast Food_10987847,Mcdonald´s,Mcdonalds,Rua,Av. Washington Luís,Santo Amaro,04662-002,Fast Food,-23.640015,-46.673749,,POINT (-46.673749 -23.640015)
Fast Food_10987878,Kfc,Kfc,Rua,R. Amador Bueno,Santo Amaro,04752-005,Fast Food,-23.652789,-46.712512,,POINT (-46.712512 -23.652789)
Fast Food_10987909,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Dr. Antônio Maria Laet,Tucuruvi,02240-000,Fast Food,-23.47434,-46.599367,,POINT (-46.599367 -23.47434)
Fast Food_10987984,Burger King,Burger King,Rua,Av. Aricanduva,Aricanduva,03527-900,Fast Food,-23.561292,-46.511863,,POINT (-46.511863 -23.561292)
Fast Food_10988003,Habib´s,Habibs,Rua,Estrada do M'boi Mirim,Jardim Figueira Grande,04905-028,Fast Food,-23.686479,-46.770664,,POINT (-46.770664 -23.686479)
Fast Food_10988031,Companhia do Churrasco,Companhia do Churrasco Center Norte SP,Rua,Tv. Casalbuono,Vila Guilherme,02089-900,Fast Food,-23.517439,-46.61691,,POINT (-46.61691 -23.517439)
Fast Food_10988048,Kfc,Kfc,Rua,R. Conselheiro Moreira de Barros,Lauzane Paulista,02430-001,Fast Food,-23.486639,-46.63908,,POINT (-46.63908 -23.486639)
Fast Food_10988054,Mcdonald´s,Mcdonalds,Rua,Rua Henrique Schaumann,Cerqueira César,05413-010,Fast Food,-23.559493,-46.681157,,POINT (-46.681157 -23.559493)
Fast Food_10988088,China In Box,China In Box Penha,Rua,Av. Amador Bueno da Veiga,Penha de França,03636-000,Fast Food,-23.521469,-46.528449,,POINT (-46.528449 -23.521469)
Fast Food_10988202,Habib´s,Habibs,Rua,Av. Ragueb Chohfi,Jardim Iguatemi,08375-000,Fast Food,-23.595915,-46.452249,,POINT (-46.452249 -23.595915)
Fast Food_10988224,Mcdonald´s,Mcdonalds,Rua,Av. Giovanni Gronchi,Vila Andrade,05724-002,Fast Food,-23.617229,-46.731713,,POINT (-46.731713 -23.617229)
Fast Food_10988225,Mcdonald´s,Mcdonalds,Rua,Av. Professor Luiz Ignácio Anhaia Mello,Jardim Avelino,03294-000,Fast Food,-23.590227,-46.54381,,POINT (-46.54381 -23.590227)
Fast Food_10988253,Mcdonald´s,Mcdonalds,Rua,Av. Raimundo Pereira de Magalhães,Jardim Pirituba,02984-035,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10988284,Burger King,Burger King Drive Thru,Rua,Praça Panamericana,Alto de Pinheiros,05461-000,Fast Food,-23.553667,-46.708943,,POINT (-46.708943 -23.553667)
Fast Food_10988291,Subway,Subway,Rua,Rua Domingos Agostim,Cidade Mãe do Céu,03306-010,Fast Food,-23.54217,-46.576181,,POINT (-46.576181 -23.54217)
Fast Food_10988314,Burger King,Burger King,Rua,Av. Otaviano Alves de Lima,Limão,02701-000,Fast Food,-23.528607,-46.750487,,POINT (-46.750487 -23.528607)
Fast Food_10988324,Ragazzo,Ragazzo,Rua,Praça Felisberto Fernandes da Silva,São Mateus,08330-315,Fast Food,-23.611438,-46.476105,,POINT (-46.476105 -23.611438)
Fast Food_10988325,Spoleto,Spoleto,Rua,Av. Otaviano Alves de Lima,Limão,02701-000,Fast Food,-23.528607,-46.750487,,POINT (-46.750487 -23.528607)
Fast Food_10988366,Kfc,Kfc,Rua,R. Dr. João Ribeiro,Penha de França,03634-050,Fast Food,-23.523048,-46.543098,,POINT (-46.543098 -23.523048)
Fast Food_10988402,Habib´s,Habibs,Rua,Av. Esperantina,Artur Alvim,03692-000,Fast Food,-23.531154,-46.485562,,POINT (-46.485562 -23.531154)
Fast Food_10988448,Kfc,Kfc Shopping Patio Paulista,Rua,R. Treze de Maio,Bela Vista,01327-001,Fast Food,-23.558856,-46.646398,,POINT (-46.646398 -23.558856)
Fast Food_10988452,Mcdonald´s,Mcdonalds,Rua,R. Conselheiro Moreira de Barros,Lauzane Paulista,02430-002,Fast Food,-23.486639,-46.63908,,POINT (-46.63908 -23.486639)
Fast Food_10988482,Pizza Prime,Pizza Prime Vila Mariana SP,Rua,R. Santa Cruz,Vila Mariana,04122-000,Fast Food,-23.598852,-46.624611,,POINT (-46.624611 -23.598852)
Fast Food_10988497,Giraffas,Giraffas,Rua,R. Treze de Maio,Bela Vista,01327-001,Fast Food,-23.558856,-46.646398,,POINT (-46.646398 -23.558856)
Fast Food_10988514,Habib´s,Habibs,Rua,R. Afonso Braz,Vila Nova Conceição,04511-001,Fast Food,-23.595526,-46.668314,,POINT (-46.668314 -23.595526)
Fast Food_10988580,Mcdonald´s,Mcdonalds,Rua,Av. Cel. Sezefredo Fagundes,Tucuruvi,02306-001,Fast Food,-23.471703,-46.607326,,POINT (-46.607326 -23.471703)
Fast Food_10988644,Mcdonald´s,Mcdonalds,Rua,Rua Domingos de Moraes,Vila Mariana,04036-100,Fast Food,-23.591979,-46.636388,,POINT (-46.636388 -23.591979)
Fast Food_10988655,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,R. Cel. Xavier de Toledo,Centro Histórico de São Paulo,01048-100,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10988660,Mcdonald´s,Mcdonalds,Rua,Rua Taquari,Mooca,03166-000,Fast Food,-23.550412,-46.596815,,POINT (-46.596815 -23.550412)
Fast Food_10988667,Subway,Subway,Rua,Av. Giovanni Gronchi,Morumbi,05724-002,Fast Food,-23.617229,-46.731713,,POINT (-46.731713 -23.617229)
Fast Food_10988690,Giraffas,Giraffas,Rua,Rua Javari,Mooca,03112-100,Fast Food,-23.553748,-46.604115,,POINT (-46.604115 -23.553748)
Fast Food_10988692,Sucão,Sucao Shopping Ibirapuera,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902,,POINT (-46.651902 -23.592029)
Fast Food_10988704,Mcdonald´s,Mcdonalds,Rua,Rua Samuel Klabin,Nova Aliança,05077-015,Fast Food,-23.519316,-46.724153,,POINT (-46.724153 -23.519316)
Fast Food_10988738,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,Av. Raimundo Pereira de Magalhães,Jardim Iris,05145-000,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10988749,Giraffas,Giraffas Shopping Cidade Sao Paulo,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118,,POINT (-46.654118 -23.56329)
Fast Food_10988774,Habib´s,Habibs,Rua,Av. Raimundo Pereira de Magalhães,Vila Pirituba,02938-000,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10988788,Churras Express,Churras Express Penha Amador Bueno,Rua,Av. Amador Bueno da Veiga,Penha de França,03635-001,Fast Food,-23.521469,-46.528449,,POINT (-46.528449 -23.521469)
Fast Food_10988809,Habib´s,Habibs,Rua,Largo Sete de Setembro,Centro Histórico de São Paulo,01501-050,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10988831,Habib´s,Habibs,Rua,R. Vieira de Morais,Campo Belo,04617-002,Fast Food,-23.62234,-46.671526,,POINT (-46.671526 -23.62234)
Fast Food_10988836,Ragazzo,Ragazzo,Rua,SP-270,Jardim Olympia,05577-200,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10988866,Subway,Subway,Rua,R. Joaquim Carlos,Brás,03019-000,Fast Food,-23.529284,-46.605547,,POINT (-46.605547 -23.529284)
Fast Food_10988919,Ragazzo,Ragazzo,Rua,Av. Prof. Abraão de Morais,Vila da Saúde,01423-011,Fast Food,-23.614843,-46.627268,,POINT (-46.627268 -23.614843)
Fast Food_10989019,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,R. Palestra Itália,Perdizes,05005-030,Fast Food,-23.527642,-46.680692,,POINT (-46.680692 -23.527642)
Fast Food_10989085,Vivenda do Camarão,Vivenda do Camarao,Rua,R. Conselheiro Moreira de Barros,Santana,02430-002,Fast Food,-23.486639,-46.63908,,POINT (-46.63908 -23.486639)
Fast Food_10989141,Ragazzo,Ragazzo,Rua,Av. Cruzeiro do Sul,Santana,02022-011,Fast Food,-23.51511,-46.624988,,POINT (-46.624988 -23.51511)
Fast Food_10989175,Spoleto,Spoleto,Rua,Praça de Alimentação,Jardim Pirituba,02984-035,Fast Food,-23.506683,-46.717792,,POINT (-46.717792 -23.506683)
Fast Food_10989186,Mcdonald´s,Mcdonalds,Rua,Av. Júlio Buono,Vila Constança,02201-000,Fast Food,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Fast Food_10989222,Pizza Prime,Pizza Prime,Rua,R. Augusto Tolle,Santana,02405-001,Fast Food,-23.488563,-46.632773,,POINT (-46.632773 -23.488563)
Fast Food_10989224,Kfc,Kfc,Rua,Av. Giovanni Gronchi,Vila Andrade,05724-002,Fast Food,-23.617229,-46.731713,,POINT (-46.731713 -23.617229)
Fast Food_10989233,Habib´s,Habibs,Rua,Avenida Interlagos,Interlagos,04661-200,Fast Food,-23.68259,-46.690151,,POINT (-46.690151 -23.68259)
Fast Food_10989246,Pizza Hut,Pizza Hut Vila Mariana Pizzaria Delivery em Sao Paulo SP,Rua,R. Humberto I,Vila Mariana,04018-031,Fast Food,-23.584878,-46.642154,,POINT (-46.642154 -23.584878)
Fast Food_10989256,Habib´s,Habibs,Rua,Av. Giovanni Gronchi,Vila Andrade,05724-003,Fast Food,-23.617229,-46.731713,,POINT (-46.731713 -23.617229)
Fast Food_10989266,Subway,Subway,Rua,R. Cancioneiro Popular,Santo Amaro,04710-000,Fast Food,-23.629093,-46.694029,,POINT (-46.694029 -23.629093)
Fast Food_10989351,Ragazzo,Ragazzo,Rua,Estr. do Lageado Velho,Guaianases,08451-055,Fast Food,-23.535467,-46.401974,,POINT (-46.401974 -23.535467)
Fast Food_10989398,Burger King,Burger King Drive Thru,Rua,Av. Rebouças,Pinheiros,05402-300,Fast Food,-23.565711,-46.680791,,POINT (-46.680791 -23.565711)
Fast Food_10989477,Ragazzo,Ragazzo,Rua,R. Salvador de Medeiros,São Miguel Paulista,08010-020,Fast Food,-23.491014,-46.441907,,POINT (-46.441907 -23.491014)
Fast Food_10989490,Boali,Boali Shopping Cidade Jardim,Rua,Av. Magalhães de Castro,Morumbi,05502-001,Fast Food,-23.598996,-46.696498,,POINT (-46.696498 -23.598996)
Fast Food_10989524,Vivenda do Camarão,Vivenda do Camarao,Rua,R. Dr. João Ribeiro,Penha de França,03634-000,Fast Food,-23.523048,-46.543098,,POINT (-46.543098 -23.523048)
Fast Food_10989615,Ragazzo,Ragazzo,Rua,Av. Dep. Cantídio Sampaio,Vila Souza,02857-000,Fast Food,-23.472796,-46.672316,,POINT (-46.672316 -23.472796)
Fast Food_10989643,Kfc,Kfc,Rua,R. Olimpíadas,Itaim Bibi,04551-000,Fast Food,-23.595618,-46.6854,,POINT (-46.6854 -23.595618)
Fast Food_10989647,Baked Potato,Baked Potato,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118,,POINT (-46.654118 -23.56329)
Fast Food_10989669,Mcdonald´s,Mcdonalds,Rua,Av. Raimundo Pereira de Magalhães,Pirituba,02938-000,Fast Food,-23.460084,-46.720966,,POINT (-46.720966 -23.460084)
Fast Food_10989678,Ragazzo,Ragazzo,Rua,Estr. Itaquera Guaianazes,Conj. Res. José Bonifácio,08420-000,Fast Food,-23.55431,-46.433775,,POINT (-46.433775 -23.55431)
Fast Food_10989700,Burger King,Burger King,Rua,Av. Joaquina Ramalho,Vila Guilherme,02065-000,Fast Food,-23.517187,-46.610453,,POINT (-46.610453 -23.517187)
